municipality,entity_type,municipal_rate,county_rate,local_ed_rate,state_ed_rate,total_rate,equalization_ratio_pct,equalized_rate_status,equalized_rate_estimate,equalized_rate_estimate_rigorous,estimate_method,net_assessed_valuation,net_tax_commitment,equalized_valuation,source_rates,source_ratio,source_county,retrieved,vintage
Nottingham,town,2.3,0.53,9.37,1,13.2,98.15,ESTIMATE (DRA 2025 official not yet published),12.96,12.71,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1462250713,18937670,1489812239,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Odell,unincorporated,-3.5,4.89,0,1.27,2.66,77.4,ESTIMATE (DRA 2025 official not yet published),2.06,2.06,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3339498,8892,4314597,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Orange,town,4.6,0.81,11.2,0.79,17.4,100.53,ESTIMATE (DRA 2025 official not yet published),17.49,17.42,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",72381460,1253957,71999861,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Orford,town,4.45,1,11.05,1.01,17.51,96.81,ESTIMATE (DRA 2025 official not yet published),16.95,16.94,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",284410811,4975339,293782472,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Ossipee,town,3.69,0.74,7.22,1.12,12.77,88.47,ESTIMATE (DRA 2025 official not yet published),11.3,11.17,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1559001462,19683222,1762180922,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Pelham,town,5.44,1.18,11.17,1.3,19.09,74.86,ESTIMATE (DRA 2025 official not yet published),14.29,14.17,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2832721310,53610152,3784025260,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Pembroke,town,5.42,1.58,13.75,1.09,21.84,88.77,ESTIMATE (DRA 2025 official not yet published),19.39,19.25,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1254214752,27197867,1412881325,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Penacook,village_district,10.18,2.54,16.41,1.61,30.74,,ESTIMATE (DRA 2025 official not yet published),,,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",,,,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Peterborough,town,9.5,0.97,10.77,1.11,22.35,97.74,ESTIMATE (DRA 2025 official not yet published),21.84,20.33,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1378492930,28669913,1410367229,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Piermont,town,6.21,1.3,13.53,1.42,22.46,63.8,ESTIMATE (DRA 2025 official not yet published),14.33,14.19,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",133919848,2978332,209905718,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Pinkham's Grant,unincorporated,10.4,7.29,0,1.64,19.33,77.4,ESTIMATE (DRA 2025 official not yet published),14.96,14.92,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2866530,55242,3703527,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Pittsburg,town,2.16,2.71,3.58,1.15,9.6,88.5,ESTIMATE (DRA 2025 official not yet published),8.5,8.45,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",608703279,5811887,687800315,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Pittsfield,town,4.82,1.48,10.57,0.95,17.82,98.75,ESTIMATE (DRA 2025 official not yet published),17.6,17.49,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",666707155,11806556,675146486,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Plainfield,town,3.5,1.95,11.06,1.09,17.6,94.49,ESTIMATE (DRA 2025 official not yet published),16.63,16.52,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",551542892,9641186,583705040,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Plaistow,town,4.51,0.53,8.38,1.02,14.44,94.93,ESTIMATE (DRA 2025 official not yet published),13.71,13.58,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1993805314,28515047,2100290018,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Plymouth,town,9.97,1.15,11.55,1.1,23.77,91.53,ESTIMATE (DRA 2025 official not yet published),21.76,21.6,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",816145510,19261280,891669955,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Portsmouth,city,5.26,0.58,4.57,1.1,11.51,88.3,ESTIMATE (DRA 2025 official not yet published),10.16,10.08,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",10276117674,117269796,11637732360,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Randolph,town,3.63,2.32,4,1.03,10.98,98.01,ESTIMATE (DRA 2025 official not yet published),10.76,10.62,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",138608224,1502481,141422532,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Raymond,town,4.6,0.85,15.92,1.59,22.96,61.72,ESTIMATE (DRA 2025 official not yet published),14.17,13.91,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1376019113,31012884,2229454169,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Richmond,town,2.79,2.74,12.3,1.3,19.13,79.46,ESTIMATE (DRA 2025 official not yet published),15.2,14.91,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",172971820,3246045,217684143,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Rindge,town,2.44,2.01,8.36,0.98,13.79,98.8,ESTIMATE (DRA 2025 official not yet published),13.62,13.41,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1466136314,19904756,1483943638,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Rochester,city,4.45,1.77,7.98,1.1,15.3,92.47,ESTIMATE (DRA 2025 official not yet published),14.15,13.64,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",5299518018,78187605,5731067393,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Rollinsford,town,3.88,1.99,10.85,1.18,17.9,79.58,ESTIMATE (DRA 2025 official not yet published),14.24,14.15,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",493335090,8769572,619923461,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Roxbury,town,3.49,2.25,9.96,1.01,16.71,91.86,ESTIMATE (DRA 2025 official not yet published),15.35,15.3,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",43759167,728925,47636803,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Rumney,town,3.69,1.01,8.79,1.01,14.5,83.79,ESTIMATE (DRA 2025 official not yet published),12.15,12.03,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",376312347,5401346,449113673,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Rye,town,2.24,0.79,3.68,1.66,8.37,63.26,ESTIMATE (DRA 2025 official not yet published),5.29,5.26,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3306775900,27506185,5227277743,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Salem,town,5.9,0.78,10.07,1.41,18.16,67.8,ESTIMATE (DRA 2025 official not yet published),12.31,12.21,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",6747807691,121505649,9952518718,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Salisbury,town,4.83,1.93,9.99,1.16,17.91,75.02,ESTIMATE (DRA 2025 official not yet published),13.44,13.26,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",252925931,4471568,337144669,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sanbornton,town,5.28,0.95,5.83,1.15,13.21,92.34,ESTIMATE (DRA 2025 official not yet published),12.2,12.08,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",971599022,12712460,1052197338,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sandown,town,3.56,0.65,12.43,1.16,17.8,81.46,ESTIMATE (DRA 2025 official not yet published),14.5,14.33,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1170672260,20589060,1437113013,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sandwich,town,2.83,0.72,4.57,1.13,9.25,87.32,ESTIMATE (DRA 2025 official not yet published),8.08,7.92,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",848014391,7691004,971157113,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sargent's Purchase,unincorporated,-4.15,4.15,0,1.06,1.06,77.4,ESTIMATE (DRA 2025 official not yet published),0.82,0.82,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2461220,2608,3179871,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Seabrook,town,5.38,0.66,5.2,1.16,12.4,83,ESTIMATE (DRA 2025 official not yet published),10.29,9.87,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",4424609918,52637335,5330855323,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Second College Grant,unincorporated,-3.73,3.73,0,1.2,1.2,77.4,ESTIMATE (DRA 2025 official not yet published),0.93,0.93,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1586131,1901,2049265,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sharon,town,4.77,0.95,11.2,0.9,17.82,100.9,ESTIMATE (DRA 2025 official not yet published),17.98,17.92,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",106516833,1891302,105566732,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Shelburne,town,6.36,3.76,8.52,1.57,20.21,62.84,ESTIMATE (DRA 2025 official not yet published),12.7,12.41,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",82080068,1621520,130617549,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Somersworth,city,5.59,1.74,10.7,1.24,19.27,88.78,ESTIMATE (DRA 2025 official not yet published),17.11,16.93,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1942506462,37035875,2188000070,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
South Hampton,town,3.39,0.62,9.41,1.05,14.47,87.44,ESTIMATE (DRA 2025 official not yet published),12.65,12.58,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",270249199,3889267,309068160,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Springfield,town,2.98,1.85,7.96,0.96,13.75,103.24,ESTIMATE (DRA 2025 official not yet published),14.2,14.06,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",437816199,5962954,424076132,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Stark,town,1.99,3.14,5.61,1.07,11.81,96.02,ESTIMATE (DRA 2025 official not yet published),11.34,11.01,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",158721361,1820270,165300313,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Stewartstown,town,2.39,2.95,9.22,1.1,15.66,79.89,ESTIMATE (DRA 2025 official not yet published),12.51,12.36,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",203771183,3152395,255064693,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Stoddard,town,2.14,2.25,5.67,1.22,11.28,73.78,ESTIMATE (DRA 2025 official not yet published),8.32,8.23,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",465010910,5187657,630266888,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Strafford,town,3.91,2.67,12.73,1.65,20.96,62.08,ESTIMATE (DRA 2025 official not yet published),13.01,12.9,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",736371100,15303366,1186164787,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Stratford,town,6.44,4.62,14.73,2.13,27.92,45.68,ESTIMATE (DRA 2025 official not yet published),12.75,12.46,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",100523716,2740934,220060674,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Stratham,town,2.15,0.59,9.72,1.06,13.52,93.18,ESTIMATE (DRA 2025 official not yet published),12.6,12.45,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2580760474,34480631,2769650648,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Success,unincorporated,-0.22,4.05,0,1.1,4.93,77.4,ESTIMATE (DRA 2025 official not yet published),3.82,3.82,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",15470113,76271,19987226,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sugar Hill,town,4.87,0.98,4.91,1.18,11.94,94.78,ESTIMATE (DRA 2025 official not yet published),11.32,11.24,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",339560498,4027478,358261762,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
