district_id,year,function_code,function_name,amount,pct
203,2015,2700,Transportation,279111.0,3.8
203,2015,2900,Other Support Services,0.0,0.0
203,2015,1500,Non-public Programs,0.0,0.0
203,2015,"1600-1800,2750",Community Programs,4684.0,0.1
203,2015,5120,Bond Interest,0.0,0.0
203,2015,5310+5390,Charter Schools/Other Agencies,107067.72,1.5
203,2015,3100,Food Service,83139.66,1.1
203,2015,4000,Facility Construction,0.0,
203,2015,5100,Bonds & Notes Principal Repayment,0.0,
207,2015,1100,Regular Education,1818786.0,43.3
207,2015,1200,Special Programs,859325.0,20.5
207,2015,1300,Vocational Programs,0.0,0.0
207,2015,1400,Other Instructional Programs,25400.0,0.6
207,2015,2100,Student Support Services,296043.0,7.1
207,2015,2200,Instructional Staff Support,127770.0,3.0
207,2015,2300&2800,Genral Administration & Business,324891.0,7.7
207,2015,2400,School Administration,192852.0,4.6
207,2015,2500,Business Services,66444.0,1.6
207,2015,2600,Plant Operations,214457.0,5.1
207,2015,2700,Transportation,208002.0,5.0
207,2015,2900,Other Support Services,0.0,0.0
207,2015,1500,Non-public Programs,0.0,0.0
207,2015,"1600-1800,2750",Community Programs,0.0,0.0
207,2015,5120,Bond Interest,0.0,0.0
207,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
207,2015,3100,Food Service,64692.79,1.5
207,2015,4000,Facility Construction,0.0,
207,2015,5100,Bonds & Notes Principal Repayment,0.0,
208,2015,1100,Regular Education,17781568.0,42.7
208,2015,1200,Special Programs,7471756.0,17.9
208,2015,1300,Vocational Programs,1244603.0,3.0
208,2015,1400,Other Instructional Programs,682486.0,1.6
208,2015,2100,Student Support Services,1869158.0,4.5
208,2015,2200,Instructional Staff Support,1644017.0,3.9
208,2015,2300&2800,Genral Administration & Business,756823.0,1.8
208,2015,2400,School Administration,2519893.0,6.0
208,2015,2500,Business Services,468629.0,1.1
208,2015,2600,Plant Operations,3791824.0,9.1
208,2015,2700,Transportation,2084337.0,5.0
208,2015,2900,Other Support Services,0.0,0.0
208,2015,1500,Non-public Programs,0.0,0.0
208,2015,"1600-1800,2750",Community Programs,215955.0,0.5
208,2015,5120,Bond Interest,677247.0,1.6
208,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
208,2015,3100,Food Service,480839.81,1.2
208,2015,4000,Facility Construction,435225.0,
208,2015,5100,Bonds & Notes Principal Repayment,2923441.0,
211,2015,1100,Regular Education,4836329.0,63.5
211,2015,1200,Special Programs,728602.0,9.6
211,2015,1300,Vocational Programs,0.0,0.0
211,2015,1400,Other Instructional Programs,0.0,0.0
211,2015,2100,Student Support Services,327621.0,4.3
211,2015,2200,Instructional Staff Support,203971.0,2.7
211,2015,2300&2800,Genral Administration & Business,353162.0,4.6
211,2015,2400,School Administration,257708.0,3.4
211,2015,2500,Business Services,0.0,0.0
211,2015,2600,Plant Operations,419691.0,5.5
211,2015,2700,Transportation,181497.0,2.4
211,2015,2900,Other Support Services,0.0,0.0
211,2015,1500,Non-public Programs,0.0,0.0
211,2015,"1600-1800,2750",Community Programs,0.0,0.0
211,2015,5120,Bond Interest,275718.0,3.6
211,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
211,2015,3100,Food Service,26301.0,0.3
211,2015,4000,Facility Construction,0.0,
211,2015,5100,Bonds & Notes Principal Repayment,355000.0,
709,2015,1100,Regular Education,689196.0,51.9
709,2015,1200,Special Programs,6480.0,0.5
709,2015,1300,Vocational Programs,0.0,0.0
709,2015,1400,Other Instructional Programs,6453.0,0.5
709,2015,2100,Student Support Services,30620.0,2.3
709,2015,2200,Instructional Staff Support,92492.0,7.0
709,2015,2300&2800,Genral Administration & Business,148045.0,11.1
709,2015,2400,School Administration,211641.0,15.9
709,2015,2500,Business Services,75957.0,5.7
709,2015,2600,Plant Operations,67022.0,5.0
709,2015,2700,Transportation,100.0,0.0
709,2015,2900,Other Support Services,0.0,0.0
709,2015,1500,Non-public Programs,0.0,0.0
709,2015,"1600-1800,2750",Community Programs,0.0,0.0
709,2015,5120,Bond Interest,0.0,0.0
709,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
709,2015,3100,Food Service,0.0,0.0
709,2015,4000,Facility Construction,0.0,
709,2015,5100,Bonds & Notes Principal Repayment,0.0,
215,2015,1100,Regular Education,4562352.0,58.1
215,2015,1200,Special Programs,1084759.0,13.8
215,2015,1300,Vocational Programs,0.0,0.0
215,2015,1400,Other Instructional Programs,76799.0,1.0
215,2015,2100,Student Support Services,359028.0,4.6
215,2015,2200,Instructional Staff Support,181749.0,2.3
215,2015,2300&2800,Genral Administration & Business,410125.0,5.2
215,2015,2400,School Administration,253045.0,3.2
215,2015,2500,Business Services,6086.0,0.1
215,2015,2600,Plant Operations,494357.0,6.3
215,2015,2700,Transportation,265709.0,3.4
215,2015,2900,Other Support Services,0.0,0.0
215,2015,1500,Non-public Programs,0.0,0.0
215,2015,"1600-1800,2750",Community Programs,0.0,0.0
215,2015,5120,Bond Interest,117945.0,1.5
215,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
215,2015,3100,Food Service,44643.98,0.6
215,2015,4000,Facility Construction,57814.0,
215,2015,5100,Bonds & Notes Principal Repayment,325000.0,
222,2015,1100,Regular Education,79805.0,100.0
222,2015,1200,Special Programs,0.0,0.0
222,2015,1300,Vocational Programs,0.0,0.0
222,2015,1400,Other Instructional Programs,0.0,0.0
222,2015,2100,Student Support Services,0.0,0.0
222,2015,2200,Instructional Staff Support,0.0,0.0
222,2015,2300&2800,Genral Administration & Business,0.0,0.0
222,2015,2400,School Administration,0.0,0.0
222,2015,2500,Business Services,0.0,0.0
222,2015,2600,Plant Operations,0.0,0.0
222,2015,2700,Transportation,0.0,0.0
222,2015,2900,Other Support Services,0.0,0.0
222,2015,1500,Non-public Programs,0.0,0.0
222,2015,"1600-1800,2750",Community Programs,0.0,0.0
222,2015,5120,Bond Interest,0.0,0.0
222,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
222,2015,3100,Food Service,0.0,0.0
222,2015,4000,Facility Construction,0.0,
222,2015,5100,Bonds & Notes Principal Repayment,0.0,
223,2015,1100,Regular Education,11852182.0,53.9
223,2015,1200,Special Programs,4923970.0,22.4
223,2015,1300,Vocational Programs,85984.0,0.4
223,2015,1400,Other Instructional Programs,11419.0,0.1
223,2015,2100,Student Support Services,1107682.0,5.0
223,2015,2200,Instructional Staff Support,369248.0,1.7
223,2015,2300&2800,Genral Administration & Business,427404.0,1.9
223,2015,2400,School Administration,909870.0,4.1
223,2015,2500,Business Services,0.0,0.0
223,2015,2600,Plant Operations,1426075.0,6.5
223,2015,2700,Transportation,755966.0,3.4
223,2015,2900,Other Support Services,0.0,0.0
223,2015,1500,Non-public Programs,0.0,0.0
223,2015,"1600-1800,2750",Community Programs,14615.0,0.1
223,2015,5120,Bond Interest,0.0,0.0
223,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
223,2015,3100,Food Service,85489.13,0.4
223,2015,4000,Facility Construction,100144.0,
223,2015,5100,Bonds & Notes Principal Repayment,0.0,
225,2015,1100,Regular Education,8967392.0,48.7
225,2015,1200,Special Programs,2311413.0,12.6
225,2015,1300,Vocational Programs,0.0,0.0
225,2015,1400,Other Instructional Programs,138713.0,0.8
225,2015,2100,Student Support Services,1540507.0,8.4
225,2015,2200,Instructional Staff Support,1264467.0,6.9
225,2015,2300&2800,Genral Administration & Business,567386.0,3.1
225,2015,2400,School Administration,949011.0,5.2
225,2015,2500,Business Services,0.0,0.0
225,2015,2600,Plant Operations,1623712.0,8.8
225,2015,2700,Transportation,732192.0,4.0
225,2015,2900,Other Support Services,0.0,0.0
225,2015,1500,Non-public Programs,42500.0,0.2
225,2015,"1600-1800,2750",Community Programs,39291.0,0.2
225,2015,5120,Bond Interest,72563.0,0.4
225,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
225,2015,3100,Food Service,145639.13,0.8
225,2015,4000,Facility Construction,200033.0,
225,2015,5100,Bonds & Notes Principal Repayment,400000.0,
227,2015,1100,Regular Education,2360868.0,46.3
227,2015,1200,Special Programs,1139125.0,22.3
227,2015,1300,Vocational Programs,0.0,0.0
227,2015,1400,Other Instructional Programs,54539.0,1.1
227,2015,2100,Student Support Services,149094.0,2.9
227,2015,2200,Instructional Staff Support,257732.0,5.1
227,2015,2300&2800,Genral Administration & Business,148441.0,2.9
227,2015,2400,School Administration,208550.0,4.1
227,2015,2500,Business Services,0.0,0.0
227,2015,2600,Plant Operations,502170.0,9.9
227,2015,2700,Transportation,206582.0,4.1
227,2015,2900,Other Support Services,0.0,0.0
227,2015,1500,Non-public Programs,0.0,0.0
227,2015,"1600-1800,2750",Community Programs,0.0,0.0
227,2015,5120,Bond Interest,34397.0,0.7
227,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
227,2015,3100,Food Service,35704.62999999999,0.7
227,2015,4000,Facility Construction,19973.0,
227,2015,5100,Bonds & Notes Principal Repayment,55000.0,
233,2015,1100,Regular Education,6388075.0,49.9
233,2015,1200,Special Programs,3635711.0,28.4
233,2015,1300,Vocational Programs,0.0,0.0
233,2015,1400,Other Instructional Programs,0.0,0.0
233,2015,2100,Student Support Services,264973.0,2.1
233,2015,2200,Instructional Staff Support,229522.0,1.8
233,2015,2300&2800,Genral Administration & Business,477056.0,3.7
233,2015,2400,School Administration,661678.0,5.2
233,2015,2500,Business Services,0.0,0.0
233,2015,2600,Plant Operations,607139.0,4.7
233,2015,2700,Transportation,499598.0,3.9
233,2015,2900,Other Support Services,0.0,0.0
233,2015,1500,Non-public Programs,0.0,0.0
233,2015,"1600-1800,2750",Community Programs,0.0,0.0
233,2015,5120,Bond Interest,12675.0,0.1
233,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
233,2015,3100,Food Service,29798.49000000002,0.2
233,2015,4000,Facility Construction,4290741.0,
233,2015,5100,Bonds & Notes Principal Repayment,195000.0,
235,2015,1100,Regular Education,862064.0,41.5
235,2015,1200,Special Programs,309922.0,14.9
235,2015,1300,Vocational Programs,0.0,0.0
235,2015,1400,Other Instructional Programs,35327.0,1.7
235,2015,2100,Student Support Services,167135.0,8.0
235,2015,2200,Instructional Staff Support,36542.0,1.8
235,2015,2300&2800,Genral Administration & Business,231354.0,11.1
235,2015,2400,School Administration,151310.0,7.3
235,2015,2500,Business Services,5890.0,0.3
235,2015,2600,Plant Operations,146672.0,7.1
235,2015,2700,Transportation,106847.0,5.1
235,2015,2900,Other Support Services,0.0,0.0
235,2015,1500,Non-public Programs,0.0,0.0
235,2015,"1600-1800,2750",Community Programs,0.0,0.0
235,2015,5120,Bond Interest,0.0,0.0
235,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
235,2015,3100,Food Service,24910.35,1.2
235,2015,4000,Facility Construction,62959.0,
235,2015,5100,Bonds & Notes Principal Repayment,0.0,
236,2015,1100,Regular Education,21116.0,81.9
236,2015,1200,Special Programs,0.0,0.0
236,2015,1300,Vocational Programs,0.0,0.0
236,2015,1400,Other Instructional Programs,0.0,0.0
236,2015,2100,Student Support Services,0.0,0.0
236,2015,2200,Instructional Staff Support,0.0,0.0
236,2015,2300&2800,Genral Administration & Business,4659.0,18.1
236,2015,2400,School Administration,0.0,0.0
236,2015,2500,Business Services,0.0,0.0
236,2015,2600,Plant Operations,0.0,0.0
236,2015,2700,Transportation,0.0,0.0
236,2015,2900,Other Support Services,0.0,0.0
236,2015,1500,Non-public Programs,0.0,0.0
236,2015,"1600-1800,2750",Community Programs,0.0,0.0
236,2015,5120,Bond Interest,0.0,0.0
236,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
236,2015,3100,Food Service,0.0,0.0
236,2015,4000,Facility Construction,0.0,
236,2015,5100,Bonds & Notes Principal Repayment,0.0,
238,2015,1100,Regular Education,4873126.0,37.3
238,2015,1200,Special Programs,2900886.0,22.2
238,2015,1300,Vocational Programs,301078.0,2.3
238,2015,1400,Other Instructional Programs,370466.0,2.8
238,2015,2100,Student Support Services,1018146.0,7.8
238,2015,2200,Instructional Staff Support,349501.0,2.7
238,2015,2300&2800,Genral Administration & Business,772900.0,5.9
238,2015,2400,School Administration,806999.0,6.2
238,2015,2500,Business Services,0.0,0.0
238,2015,2600,Plant Operations,905498.0,6.9
238,2015,2700,Transportation,478463.0,3.7
238,2015,2900,Other Support Services,0.0,0.0
238,2015,1500,Non-public Programs,0.0,0.0
238,2015,"1600-1800,2750",Community Programs,30189.0,0.2
238,2015,5120,Bond Interest,14593.0,0.1
238,2015,5310+5390,Charter Schools/Other Agencies,11518.0,0.1
238,2015,3100,Food Service,225299.45,1.7
238,2015,4000,Facility Construction,196218.0,
238,2015,5100,Bonds & Notes Principal Repayment,328524.0,
245,2015,1100,Regular Education,3019296.0,44.1
245,2015,1200,Special Programs,1027683.0,15.0
245,2015,1300,Vocational Programs,0.0,0.0
245,2015,1400,Other Instructional Programs,21692.0,0.3
245,2015,2100,Student Support Services,509726.0,7.5
245,2015,2200,Instructional Staff Support,271151.0,4.0
245,2015,2300&2800,Genral Administration & Business,273435.0,4.0
245,2015,2400,School Administration,486672.0,7.1
245,2015,2500,Business Services,0.0,0.0
245,2015,2600,Plant Operations,714585.0,10.4
245,2015,2700,Transportation,406187.0,5.9
245,2015,2900,Other Support Services,0.0,0.0
245,2015,1500,Non-public Programs,0.0,0.0
245,2015,"1600-1800,2750",Community Programs,0.0,0.0
245,2015,5120,Bond Interest,16875.0,0.2
245,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
245,2015,3100,Food Service,93143.32,1.4
245,2015,4000,Facility Construction,0.0,
245,2015,5100,Bonds & Notes Principal Repayment,200000.0,
247,2015,1100,Regular Education,1117103.0,64.2
247,2015,1200,Special Programs,44591.0,2.6
247,2015,1300,Vocational Programs,0.0,0.0
247,2015,1400,Other Instructional Programs,3285.0,0.2
247,2015,2100,Student Support Services,67353.0,3.9
247,2015,2200,Instructional Staff Support,4301.0,0.2
247,2015,2300&2800,Genral Administration & Business,118067.0,6.8
247,2015,2400,School Administration,156044.0,9.0
247,2015,2500,Business Services,0.0,0.0
247,2015,2600,Plant Operations,121766.0,7.0
247,2015,2700,Transportation,53511.0,3.1
247,2015,2900,Other Support Services,0.0,0.0
247,2015,1500,Non-public Programs,0.0,0.0
247,2015,"1600-1800,2750",Community Programs,0.0,0.0
247,2015,5120,Bond Interest,30516.0,1.8
247,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
247,2015,3100,Food Service,22174.75,1.3
247,2015,4000,Facility Construction,0.0,
247,2015,5100,Bonds & Notes Principal Repayment,75000.0,
251,2015,1100,Regular Education,8722034.0,41.2
251,2015,1200,Special Programs,4079648.0,19.3
251,2015,1300,Vocational Programs,47667.0,0.2
251,2015,1400,Other Instructional Programs,232441.0,1.1
251,2015,2100,Student Support Services,1478834.0,7.0
251,2015,2200,Instructional Staff Support,898119.0,4.2
251,2015,2300&2800,Genral Administration & Business,1067306.0,5.0
251,2015,2400,School Administration,1016433.0,4.8
251,2015,2500,Business Services,9619.0,0.0
251,2015,2600,Plant Operations,2222627.0,10.5
251,2015,2700,Transportation,728751.0,3.4
251,2015,2900,Other Support Services,0.0,0.0
251,2015,1500,Non-public Programs,0.0,0.0
251,2015,"1600-1800,2750",Community Programs,0.0,0.0
251,2015,5120,Bond Interest,269889.0,1.3
251,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
251,2015,3100,Food Service,401794.0,1.9
251,2015,4000,Facility Construction,36873.0,
251,2015,5100,Bonds & Notes Principal Repayment,735000.0,
255,2015,1100,Regular Education,3523302.0,33.3
255,2015,1200,Special Programs,1726673.0,16.3
255,2015,1300,Vocational Programs,60118.0,0.6
255,2015,1400,Other Instructional Programs,171990.0,1.6
255,2015,2100,Student Support Services,999920.0,9.5
255,2015,2200,Instructional Staff Support,329002.0,3.1
255,2015,2300&2800,Genral Administration & Business,965174.0,9.1
255,2015,2400,School Administration,866651.0,8.2
255,2015,2500,Business Services,0.0,0.0
255,2015,2600,Plant Operations,1044118.0,9.9
255,2015,2700,Transportation,395485.0,3.7
255,2015,2900,Other Support Services,0.0,0.0
255,2015,1500,Non-public Programs,0.0,0.0
255,2015,"1600-1800,2750",Community Programs,0.0,0.0
255,2015,5120,Bond Interest,322974.0,3.1
255,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
255,2015,3100,Food Service,161707.03999999998,1.5
255,2015,4000,Facility Construction,89600.0,
255,2015,5100,Bonds & Notes Principal Repayment,650000.0,
257,2015,1100,Regular Education,1859162.0,47.4
257,2015,1200,Special Programs,486945.0,12.4
257,2015,1300,Vocational Programs,0.0,0.0
257,2015,1400,Other Instructional Programs,63464.0,1.6
257,2015,2100,Student Support Services,276080.0,7.0
257,2015,2200,Instructional Staff Support,122731.0,3.1
257,2015,2300&2800,Genral Administration & Business,258154.0,6.6
257,2015,2400,School Administration,277817.0,7.1
257,2015,2500,Business Services,1714.0,0.0
257,2015,2600,Plant Operations,344825.0,8.8
257,2015,2700,Transportation,165907.0,4.2
257,2015,2900,Other Support Services,0.0,0.0
257,2015,1500,Non-public Programs,0.0,0.0
257,2015,"1600-1800,2750",Community Programs,0.0,0.0
257,2015,5120,Bond Interest,32185.0,0.8
257,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
257,2015,3100,Food Service,37423.82,1.0
257,2015,4000,Facility Construction,325408.0,
257,2015,5100,Bonds & Notes Principal Repayment,237108.0,
260,2015,1100,Regular Education,7296582.0,37.8
260,2015,1200,Special Programs,3924134.0,20.3
260,2015,1300,Vocational Programs,60590.0,0.3
260,2015,1400,Other Instructional Programs,643916.0,3.3
260,2015,2100,Student Support Services,1658634.0,8.6
260,2015,2200,Instructional Staff Support,634782.0,3.3
260,2015,2300&2800,Genral Administration & Business,750967.0,3.9
260,2015,2400,School Administration,1139828.0,5.9
260,2015,2500,Business Services,0.0,0.0
260,2015,2600,Plant Operations,1331267.0,6.9
260,2015,2700,Transportation,889925.0,4.6
260,2015,2900,Other Support Services,0.0,0.0
260,2015,1500,Non-public Programs,0.0,0.0
260,2015,"1600-1800,2750",Community Programs,0.0,0.0
260,2015,5120,Bond Interest,854682.0,4.4
260,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
260,2015,3100,Food Service,136679.61,0.7
260,2015,4000,Facility Construction,99886.0,
260,2015,5100,Bonds & Notes Principal Repayment,948399.0,
259,2015,1100,Regular Education,4357067.0,41.6
259,2015,1200,Special Programs,1776444.0,17.0
259,2015,1300,Vocational Programs,0.0,0.0
259,2015,1400,Other Instructional Programs,0.0,0.0
259,2015,2100,Student Support Services,1020433.0,9.7
259,2015,2200,Instructional Staff Support,371121.0,3.5
259,2015,2300&2800,Genral Administration & Business,679930.0,6.5
259,2015,2400,School Administration,663109.0,6.3
259,2015,2500,Business Services,0.0,0.0
259,2015,2600,Plant Operations,987562.0,9.4
259,2015,2700,Transportation,388739.0,3.7
259,2015,2900,Other Support Services,0.0,0.0
259,2015,1500,Non-public Programs,0.0,0.0
259,2015,"1600-1800,2750",Community Programs,0.0,0.0
259,2015,5120,Bond Interest,202852.0,1.9
259,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
259,2015,3100,Food Service,31021.290000000008,0.3
259,2015,4000,Facility Construction,18745.0,
259,2015,5100,Bonds & Notes Principal Repayment,160058.0,
261,2015,1100,Regular Education,14036003.0,50.2
261,2015,1200,Special Programs,5780077.0,20.7
261,2015,1300,Vocational Programs,0.0,0.0
261,2015,1400,Other Instructional Programs,101806.0,0.4
261,2015,2100,Student Support Services,1654809.0,5.9
261,2015,2200,Instructional Staff Support,461443.0,1.7
261,2015,2300&2800,Genral Administration & Business,940262.0,3.4
261,2015,2400,School Administration,1061576.0,3.8
261,2015,2500,Business Services,9603.0,0.0
261,2015,2600,Plant Operations,1750204.0,6.3
261,2015,2700,Transportation,1443622.0,5.2
261,2015,2900,Other Support Services,0.0,0.0
261,2015,1500,Non-public Programs,0.0,0.0
261,2015,"1600-1800,2750",Community Programs,0.0,0.0
261,2015,5120,Bond Interest,431630.0,1.5
261,2015,5310+5390,Charter Schools/Other Agencies,20453.07,0.1
261,2015,3100,Food Service,243747.86,0.9
261,2015,4000,Facility Construction,88336.0,
261,2015,5100,Bonds & Notes Principal Repayment,1035000.0,
263,2015,1100,Regular Education,7271950.0,43.1
263,2015,1200,Special Programs,2898798.0,17.2
263,2015,1300,Vocational Programs,38412.0,0.2
263,2015,1400,Other Instructional Programs,352149.0,2.1
263,2015,2100,Student Support Services,1338360.0,7.9
263,2015,2200,Instructional Staff Support,970188.0,5.8
263,2015,2300&2800,Genral Administration & Business,572847.0,3.4
263,2015,2400,School Administration,833402.0,4.9
263,2015,2500,Business Services,325363.0,1.9
263,2015,2600,Plant Operations,1286674.0,7.6
263,2015,2700,Transportation,699405.0,4.1
263,2015,2900,Other Support Services,0.0,0.0
263,2015,1500,Non-public Programs,149.0,0.0
263,2015,"1600-1800,2750",Community Programs,2483.0,0.0
263,2015,5120,Bond Interest,78800.0,0.5
263,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
263,2015,3100,Food Service,202765.0,1.2
263,2015,4000,Facility Construction,53460.0,
263,2015,5100,Bonds & Notes Principal Repayment,465000.0,
267,2015,1100,Regular Education,18279796.0,39.5
267,2015,1200,Special Programs,8327266.0,18.0
267,2015,1300,Vocational Programs,1835150.0,4.0
267,2015,1400,Other Instructional Programs,561916.0,1.2
267,2015,2100,Student Support Services,4061170.0,8.8
267,2015,2200,Instructional Staff Support,1394510.0,3.0
267,2015,2300&2800,Genral Administration & Business,815320.0,1.8
267,2015,2400,School Administration,2715790.0,5.9
267,2015,2500,Business Services,800846.0,1.7
267,2015,2600,Plant Operations,4826927.0,10.4
267,2015,2700,Transportation,1998812.0,4.3
267,2015,2900,Other Support Services,0.0,0.0
267,2015,1500,Non-public Programs,0.0,0.0
267,2015,"1600-1800,2750",Community Programs,54212.0,0.1
267,2015,5120,Bond Interest,199205.0,0.4
267,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
267,2015,3100,Food Service,360648.8500000001,0.8
267,2015,4000,Facility Construction,299750.0,
267,2015,5100,Bonds & Notes Principal Repayment,1092830.0,
269,2015,1100,Regular Education,8462888.0,38.6
269,2015,1200,Special Programs,3201753.0,14.6
269,2015,1300,Vocational Programs,122840.0,0.6
269,2015,1400,Other Instructional Programs,475270.0,2.2
269,2015,2100,Student Support Services,1523701.0,6.9
269,2015,2200,Instructional Staff Support,1441620.0,6.6
269,2015,2300&2800,Genral Administration & Business,1600716.0,7.3
269,2015,2400,School Administration,1309972.0,6.0
269,2015,2500,Business Services,21492.0,0.1
269,2015,2600,Plant Operations,2572694.0,11.7
269,2015,2700,Transportation,958034.0,4.4
269,2015,2900,Other Support Services,0.0,0.0
269,2015,1500,Non-public Programs,0.0,0.0
269,2015,"1600-1800,2750",Community Programs,0.0,0.0
269,2015,5120,Bond Interest,0.0,0.0
269,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
269,2015,3100,Food Service,234459.87,1.1
269,2015,4000,Facility Construction,64437.0,
269,2015,5100,Bonds & Notes Principal Repayment,0.0,
271,2015,1100,Regular Education,1494531.0,66.0
271,2015,1200,Special Programs,22926.0,1.0
271,2015,1300,Vocational Programs,0.0,0.0
271,2015,1400,Other Instructional Programs,16742.0,0.7
271,2015,2100,Student Support Services,70563.0,3.1
271,2015,2200,Instructional Staff Support,40286.0,1.8
271,2015,2300&2800,Genral Administration & Business,117344.0,5.2
271,2015,2400,School Administration,154653.0,6.8
271,2015,2500,Business Services,0.0,0.0
271,2015,2600,Plant Operations,180672.0,8.0
271,2015,2700,Transportation,152458.0,6.7
271,2015,2900,Other Support Services,0.0,0.0
271,2015,1500,Non-public Programs,0.0,0.0
271,2015,"1600-1800,2750",Community Programs,0.0,0.0
271,2015,5120,Bond Interest,0.0,0.0
271,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
271,2015,3100,Food Service,12779.55,0.6
271,2015,4000,Facility Construction,0.0,
271,2015,5100,Bonds & Notes Principal Repayment,0.0,
274,2015,1100,Regular Education,7940538.0,33.6
274,2015,1200,Special Programs,5458467.0,23.1
274,2015,1300,Vocational Programs,414736.0,1.8
274,2015,1400,Other Instructional Programs,539623.0,2.3
274,2015,2100,Student Support Services,1568743.0,6.6
274,2015,2200,Instructional Staff Support,781001.0,3.3
274,2015,2300&2800,Genral Administration & Business,1230615.0,5.2
274,2015,2400,School Administration,1196197.0,5.1
274,2015,2500,Business Services,475930.0,2.0
274,2015,2600,Plant Operations,2073348.0,8.8
274,2015,2700,Transportation,1410893.0,6.0
274,2015,2900,Other Support Services,0.0,0.0
274,2015,1500,Non-public Programs,15539.0,0.1
274,2015,"1600-1800,2750",Community Programs,8291.0,0.0
274,2015,5120,Bond Interest,225900.0,1.0
274,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
274,2015,3100,Food Service,317283.8,1.3
274,2015,4000,Facility Construction,5150.0,
274,2015,5100,Bonds & Notes Principal Repayment,675000.0,
275,2015,1100,Regular Education,5024544.0,39.7
275,2015,1200,Special Programs,2692964.0,21.3
275,2015,1300,Vocational Programs,56228.0,0.4
275,2015,1400,Other Instructional Programs,532052.0,4.2
275,2015,2100,Student Support Services,872200.0,6.9
275,2015,2200,Instructional Staff Support,594809.0,4.7
275,2015,2300&2800,Genral Administration & Business,456238.0,3.6
275,2015,2400,School Administration,608005.0,4.8
275,2015,2500,Business Services,0.0,0.0
275,2015,2600,Plant Operations,1132632.0,8.9
275,2015,2700,Transportation,631874.0,5.0
275,2015,2900,Other Support Services,0.0,0.0
275,2015,1500,Non-public Programs,0.0,0.0
275,2015,"1600-1800,2750",Community Programs,0.0,0.0
275,2015,5120,Bond Interest,0.0,0.0
275,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
275,2015,3100,Food Service,69479.12,0.5
275,2015,4000,Facility Construction,0.0,
275,2015,5100,Bonds & Notes Principal Repayment,0.0,
276,2015,1100,Regular Education,15558276.0,43.1
276,2015,1200,Special Programs,6746986.0,18.7
276,2015,1300,Vocational Programs,72685.0,0.2
276,2015,1400,Other Instructional Programs,484653.0,1.3
276,2015,2100,Student Support Services,1533392.0,4.2
276,2015,2200,Instructional Staff Support,737081.0,2.0
276,2015,2300&2800,Genral Administration & Business,1665451.0,4.6
276,2015,2400,School Administration,2025940.0,5.6
276,2015,2500,Business Services,0.0,0.0
276,2015,2600,Plant Operations,3686913.0,10.2
276,2015,2700,Transportation,2525650.0,7.0
276,2015,2900,Other Support Services,0.0,0.0
276,2015,1500,Non-public Programs,0.0,0.0
276,2015,"1600-1800,2750",Community Programs,18287.0,0.1
276,2015,5120,Bond Interest,829110.0,2.3
276,2015,5310+5390,Charter Schools/Other Agencies,0.0,0.0
276,2015,3100,Food Service,229213.78999999998,0.6
276,2015,4000,Facility Construction,0.0,
276,2015,5100,Bonds & Notes Principal Repayment,1677704.0,
279,2015,1100,Regular Education,21318671.0,36.7
279,2015,1200,Special Programs,11065209.0,19.0
279,2015,1300,Vocational Programs,1472115.0,2.5
279,2015,1400,Other Instructional Programs,726855.0,1.2
279,2015,2100,Student Support Services,5399144.0,9.3
279,2015,2200,Instructional Staff Support,2057597.0,3.5
279,2015,2300&2800,Genral Administration & Business,3730867.0,6.4
279,2015,2400,School Administration,2948406.0,5.1
279,2015,2500,Business Services,39094.0,0.1
279,2015,2600,Plant Operations,5674156.0,9.8
279,2015,2700,Transportation,1895515.0,3.3
279,2015,2900,Other Support Services,0.0,0.0
279,2015,1500,Non-public Programs,6377.0,0.0
279,2015,"1600-1800,2750",Community Programs,472236.0,0.8
279,2015,5120,Bond Interest,695151.0,1.2
