district_id,year,source_code,source_name,amount,pct
208,2025,5300-5600,Other,0.0,0.0
208,2025,5110&5140,Sales of Bonds & Notes,0.0,
211,2025,1100,Local Property Tax,8780108.0,75.9
211,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",384101.05000000075,3.3
211,2025,3111&3112&3119,State Foundation/Adequacy Aid,1979886.0,17.1
211,2025,3120-3900,Other State Aid,236290.0,2.0
211,2025,4000,Federal Aid,193311.0,1.7
211,2025,5300-5600,Other,0.0,0.0
211,2025,5110&5140,Sales of Bonds & Notes,0.0,
709,2025,1100,Local Property Tax,0.0,0.0
709,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",607100.9199999999,27.0
709,2025,3111&3112&3119,State Foundation/Adequacy Aid,1440544.0,64.1
709,2025,3120-3900,Other State Aid,93058.0,4.1
709,2025,4000,Federal Aid,107966.0,4.8
709,2025,5300-5600,Other,0.0,0.0
709,2025,5110&5140,Sales of Bonds & Notes,0.0,
215,2025,1100,Local Property Tax,11045597.0,78.6
215,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",237431.0399999991,1.7
215,2025,3111&3112&3119,State Foundation/Adequacy Aid,2438030.0,17.4
215,2025,3120-3900,Other State Aid,112737.0,0.8
215,2025,4000,Federal Aid,214280.0,1.5
215,2025,5300-5600,Other,0.0,0.0
215,2025,5110&5140,Sales of Bonds & Notes,0.0,
222,2025,1100,Local Property Tax,-18817.0,-17.8
222,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",0.0,0.0
222,2025,3111&3112&3119,State Foundation/Adequacy Aid,124784.0,117.8
222,2025,3120-3900,Other State Aid,0.0,0.0
222,2025,4000,Federal Aid,0.0,0.0
222,2025,5300-5600,Other,0.0,0.0
222,2025,5110&5140,Sales of Bonds & Notes,0.0,
223,2025,1100,Local Property Tax,28648999.0,79.9
223,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",359215.2100000009,1.0
223,2025,3111&3112&3119,State Foundation/Adequacy Aid,5619335.0,15.7
223,2025,3120-3900,Other State Aid,623896.0,1.7
223,2025,4000,Federal Aid,609389.0,1.7
223,2025,5300-5600,Other,0.0,0.0
223,2025,5110&5140,Sales of Bonds & Notes,0.0,
225,2025,1100,Local Property Tax,24934575.0,79.5
225,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",131059.6099999994,0.4
225,2025,3111&3112&3119,State Foundation/Adequacy Aid,4604955.0,14.7
225,2025,3120-3900,Other State Aid,250797.0,0.8
225,2025,4000,Federal Aid,1431142.0,4.6
225,2025,5300-5600,Other,0.0,0.0
225,2025,5110&5140,Sales of Bonds & Notes,0.0,
227,2025,1100,Local Property Tax,6338097.0,84.3
227,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",134793.86000000034,1.8
227,2025,3111&3112&3119,State Foundation/Adequacy Aid,861277.0,11.5
227,2025,3120-3900,Other State Aid,66613.0,0.9
227,2025,4000,Federal Aid,113544.0,1.5
227,2025,5300-5600,Other,0.0,0.0
227,2025,5110&5140,Sales of Bonds & Notes,0.0,
233,2025,1100,Local Property Tax,8386193.0,57.6
233,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",600108.6600000001,4.1
233,2025,3111&3112&3119,State Foundation/Adequacy Aid,4928992.0,33.9
233,2025,3120-3900,Other State Aid,422505.0,2.9
233,2025,4000,Federal Aid,211928.0,1.5
233,2025,5300-5600,Other,0.0,0.0
233,2025,5110&5140,Sales of Bonds & Notes,0.0,
235,2025,1100,Local Property Tax,1815751.0,73.0
235,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",146900.3700000001,5.9
235,2025,3111&3112&3119,State Foundation/Adequacy Aid,430877.0,17.3
235,2025,3120-3900,Other State Aid,2403.0,0.1
235,2025,4000,Federal Aid,90506.0,3.6
235,2025,5300-5600,Other,0.0,0.0
235,2025,5110&5140,Sales of Bonds & Notes,0.0,
236,2025,1100,Local Property Tax,-3480.0,-11.2
236,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",0.0,0.0
236,2025,3111&3112&3119,State Foundation/Adequacy Aid,28962.0,93.2
236,2025,3120-3900,Other State Aid,0.0,0.0
236,2025,4000,Federal Aid,5580.0,18.0
236,2025,5300-5600,Other,0.0,0.0
236,2025,5110&5140,Sales of Bonds & Notes,0.0,
238,2025,1100,Local Property Tax,8272073.0,50.2
238,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",1833040.0,11.1
238,2025,3111&3112&3119,State Foundation/Adequacy Aid,5276240.0,32.0
238,2025,3120-3900,Other State Aid,178761.0,1.1
238,2025,4000,Federal Aid,923194.0,5.6
238,2025,5300-5600,Other,0.0,0.0
238,2025,5110&5140,Sales of Bonds & Notes,2989200.0,
718,2025,1100,Local Property Tax,0.0,0.0
718,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",95018.0,8.6
718,2025,3111&3112&3119,State Foundation/Adequacy Aid,761617.0,69.2
718,2025,3120-3900,Other State Aid,85258.0,7.7
718,2025,4000,Federal Aid,158723.0,14.4
718,2025,5300-5600,Other,0.0,0.0
718,2025,5110&5140,Sales of Bonds & Notes,0.0,
245,2025,1100,Local Property Tax,7194970.0,69.8
245,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",144146.80000000075,1.4
245,2025,3111&3112&3119,State Foundation/Adequacy Aid,2348478.0,22.8
245,2025,3120-3900,Other State Aid,37878.0,0.4
245,2025,4000,Federal Aid,579951.0,5.6
245,2025,5300-5600,Other,0.0,0.0
245,2025,5110&5140,Sales of Bonds & Notes,0.0,
247,2025,1100,Local Property Tax,1457187.0,56.1
247,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",54819.55000000005,2.1
247,2025,3111&3112&3119,State Foundation/Adequacy Aid,841287.0,32.4
247,2025,3120-3900,Other State Aid,92061.0,3.5
247,2025,4000,Federal Aid,152520.0,5.9
247,2025,5300-5600,Other,0.0,0.0
247,2025,5110&5140,Sales of Bonds & Notes,0.0,
251,2025,1100,Local Property Tax,14721851.0,56.2
251,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",1845393.3900000006,7.0
251,2025,3111&3112&3119,State Foundation/Adequacy Aid,7987408.0,30.5
251,2025,3120-3900,Other State Aid,194088.0,0.7
251,2025,4000,Federal Aid,1464606.0,5.6
251,2025,5300-5600,Other,0.0,0.0
251,2025,5110&5140,Sales of Bonds & Notes,0.0,
255,2025,1100,Local Property Tax,8103719.0,52.2
255,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",242165.0,1.6
255,2025,3111&3112&3119,State Foundation/Adequacy Aid,5328941.0,34.3
255,2025,3120-3900,Other State Aid,717446.0,4.6
255,2025,4000,Federal Aid,1127945.0,7.3
255,2025,5300-5600,Other,0.0,0.0
255,2025,5110&5140,Sales of Bonds & Notes,0.0,
257,2025,1100,Local Property Tax,3820261.0,71.8
257,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",151709.58000000007,2.8
257,2025,3111&3112&3119,State Foundation/Adequacy Aid,1134636.0,21.3
257,2025,3120-3900,Other State Aid,20446.0,0.4
257,2025,4000,Federal Aid,197301.0,3.7
257,2025,5300-5600,Other,0.0,0.0
257,2025,5110&5140,Sales of Bonds & Notes,0.0,
260,2025,1100,Local Property Tax,23128010.0,76.7
260,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",424527.02999999747,1.4
260,2025,3111&3112&3119,State Foundation/Adequacy Aid,5372044.0,17.8
260,2025,3120-3900,Other State Aid,839177.0,2.8
260,2025,4000,Federal Aid,394612.0,1.3
260,2025,5300-5600,Other,0.0,0.0
260,2025,5110&5140,Sales of Bonds & Notes,0.0,
259,2025,1100,Local Property Tax,13255935.0,76.6
259,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",332255.04000000097,1.9
259,2025,3111&3112&3119,State Foundation/Adequacy Aid,3080490.0,17.8
259,2025,3120-3900,Other State Aid,270785.0,1.6
259,2025,4000,Federal Aid,362321.0,2.1
259,2025,5300-5600,Other,0.0,0.0
259,2025,5110&5140,Sales of Bonds & Notes,0.0,
261,2025,1100,Local Property Tax,29477707.0,72.1
261,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",221999.37000000104,0.5
261,2025,3111&3112&3119,State Foundation/Adequacy Aid,9473826.0,23.2
261,2025,3120-3900,Other State Aid,780596.0,1.9
261,2025,4000,Federal Aid,957636.0,2.3
261,2025,5300-5600,Other,0.0,0.0
261,2025,5110&5140,Sales of Bonds & Notes,0.0,
263,2025,1100,Local Property Tax,20166986.0,77.5
263,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",511779.90000000224,2.0
263,2025,3111&3112&3119,State Foundation/Adequacy Aid,4326345.0,16.6
263,2025,3120-3900,Other State Aid,226246.0,0.9
263,2025,4000,Federal Aid,802782.0,3.1
263,2025,5300-5600,Other,0.0,0.0
263,2025,5110&5140,Sales of Bonds & Notes,0.0,
267,2025,1100,Local Property Tax,46633002.0,69.4
267,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",2117606.099999994,3.1
267,2025,3111&3112&3119,State Foundation/Adequacy Aid,14588460.0,21.7
267,2025,3120-3900,Other State Aid,1430335.0,2.1
267,2025,4000,Federal Aid,2463940.0,3.7
267,2025,5300-5600,Other,0.0,0.0
267,2025,5110&5140,Sales of Bonds & Notes,0.0,
269,2025,1100,Local Property Tax,24680861.0,72.0
269,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",493621.6300000027,1.4
269,2025,3111&3112&3119,State Foundation/Adequacy Aid,6965028.0,20.3
269,2025,3120-3900,Other State Aid,254353.0,0.7
269,2025,4000,Federal Aid,1906591.0,5.6
269,2025,5300-5600,Other,0.0,0.0
269,2025,5110&5140,Sales of Bonds & Notes,0.0,
271,2025,1100,Local Property Tax,1761750.0,64.0
271,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",48542.87999999989,1.8
271,2025,3111&3112&3119,State Foundation/Adequacy Aid,877967.0,31.9
271,2025,3120-3900,Other State Aid,2392.0,0.1
271,2025,4000,Federal Aid,63774.0,2.3
271,2025,5300-5600,Other,0.0,0.0
271,2025,5110&5140,Sales of Bonds & Notes,0.0,
274,2025,1100,Local Property Tax,20740871.0,68.2
274,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",602885.870000001,2.0
274,2025,3111&3112&3119,State Foundation/Adequacy Aid,7327326.0,24.1
274,2025,3120-3900,Other State Aid,583623.0,1.9
274,2025,4000,Federal Aid,1142558.0,3.8
274,2025,5300-5600,Other,0.0,0.0
274,2025,5110&5140,Sales of Bonds & Notes,0.0,
275,2025,1100,Local Property Tax,9901824.0,65.0
275,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",92654.98000000045,0.6
275,2025,3111&3112&3119,State Foundation/Adequacy Aid,4286023.0,28.1
275,2025,3120-3900,Other State Aid,167149.0,1.1
275,2025,4000,Federal Aid,784042.0,5.1
275,2025,5300-5600,Other,0.0,0.0
275,2025,5110&5140,Sales of Bonds & Notes,0.0,
276,2025,1100,Local Property Tax,38473993.0,74.1
276,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",857977.0599999949,1.7
276,2025,3111&3112&3119,State Foundation/Adequacy Aid,10379037.0,20.0
276,2025,3120-3900,Other State Aid,961742.0,1.9
276,2025,4000,Federal Aid,1223015.0,2.4
276,2025,5300-5600,Other,0.0,0.0
276,2025,5110&5140,Sales of Bonds & Notes,9355.0,
279,2025,1100,Local Property Tax,34255980.0,47.0
279,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",14779571.980000004,20.3
279,2025,3111&3112&3119,State Foundation/Adequacy Aid,17826568.0,24.4
279,2025,3120-3900,Other State Aid,1529262.0,2.1
279,2025,4000,Federal Aid,4516769.0,6.2
279,2025,5300-5600,Other,11250.0,0.0
279,2025,5110&5140,Sales of Bonds & Notes,0.0,
281,2025,1100,Local Property Tax,3422178.0,79.6
281,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",48466.64000000013,1.1
281,2025,3111&3112&3119,State Foundation/Adequacy Aid,685273.0,15.9
281,2025,3120-3900,Other State Aid,4252.0,0.1
281,2025,4000,Federal Aid,138785.0,3.2
281,2025,5300-5600,Other,0.0,0.0
281,2025,5110&5140,Sales of Bonds & Notes,0.0,
708,2025,1100,Local Property Tax,0.0,0.0
708,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",796761.76,30.0
708,2025,3111&3112&3119,State Foundation/Adequacy Aid,1124813.0,42.4
708,2025,3120-3900,Other State Aid,287224.0,10.8
708,2025,4000,Federal Aid,446128.0,16.8
708,2025,5300-5600,Other,0.0,0.0
708,2025,5110&5140,Sales of Bonds & Notes,0.0,
285,2025,1100,Local Property Tax,26830497.0,50.3
285,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",1874643.240000002,3.5
285,2025,3111&3112&3119,State Foundation/Adequacy Aid,13823916.0,25.9
285,2025,3120-3900,Other State Aid,1465875.0,2.8
285,2025,4000,Federal Aid,9306522.0,17.5
285,2025,5300-5600,Other,0.0,0.0
285,2025,5110&5140,Sales of Bonds & Notes,0.0,
288,2025,1100,Local Property Tax,2471066.0,
288,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",95147.77000000002,
288,2025,3120-3900,Other State Aid,902.0,
288,2025,4000,Federal Aid,245409.0,
288,2025,5300-5600,Other,0.0,
288,2025,5110&5140,Sales of Bonds & Notes,0.0,
291,2025,1100,Local Property Tax,857065.0,71.0
291,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",60752.5,5.0
291,2025,3111&3112&3119,State Foundation/Adequacy Aid,239153.0,19.8
291,2025,3120-3900,Other State Aid,3525.0,0.3
291,2025,4000,Federal Aid,45871.0,3.8
291,2025,5300-5600,Other,0.0,0.0
291,2025,5110&5140,Sales of Bonds & Notes,0.0,
295,2025,1100,Local Property Tax,37729319.0,69.9
295,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",6394733.609999999,11.8
295,2025,3111&3112&3119,State Foundation/Adequacy Aid,7212696.0,13.4
295,2025,3120-3900,Other State Aid,1120363.0,2.1
295,2025,4000,Federal Aid,1517092.0,2.8
295,2025,5300-5600,Other,0.0,0.0
295,2025,5110&5140,Sales of Bonds & Notes,0.0,
719,2025,1100,Local Property Tax,0.0,0.0
719,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",280236.94,32.6
719,2025,3111&3112&3119,State Foundation/Adequacy Aid,404603.0,47.1
719,2025,3120-3900,Other State Aid,71581.0,8.3
719,2025,4000,Federal Aid,102105.0,11.9
719,2025,5300-5600,Other,0.0,0.0
719,2025,5110&5140,Sales of Bonds & Notes,0.0,
299,2025,1100,Local Property Tax,2377998.0,60.2
299,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",276487.79000000004,7.0
299,2025,3111&3112&3119,State Foundation/Adequacy Aid,1041146.0,26.4
299,2025,3120-3900,Other State Aid,3121.0,0.1
299,2025,4000,Federal Aid,248513.0,6.3
299,2025,5300-5600,Other,0.0,0.0
299,2025,5110&5140,Sales of Bonds & Notes,0.0,
305,2025,1100,Local Property Tax,5384090.0,57.0
305,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",55927.669999999925,0.6
305,2025,3111&3112&3119,State Foundation/Adequacy Aid,3119724.0,33.0
305,2025,3120-3900,Other State Aid,176603.0,1.9
305,2025,4000,Federal Aid,712149.0,7.5
305,2025,5300-5600,Other,0.0,0.0
305,2025,5110&5140,Sales of Bonds & Notes,0.0,
722,2025,1100,Local Property Tax,0.0,0.0
722,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",796083.0,19.7
722,2025,3111&3112&3119,State Foundation/Adequacy Aid,2770947.0,68.4
722,2025,3120-3900,Other State Aid,104060.0,2.6
722,2025,4000,Federal Aid,379371.0,9.4
722,2025,5300-5600,Other,0.0,0.0
722,2025,5110&5140,Sales of Bonds & Notes,3228000.0,
306,2025,1100,Local Property Tax,3395960.0,43.7
306,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",619805.9700000002,8.0
306,2025,3111&3112&3119,State Foundation/Adequacy Aid,2230940.0,28.7
306,2025,3120-3900,Other State Aid,443106.0,5.7
306,2025,4000,Federal Aid,1080363.0,13.9
306,2025,5300-5600,Other,0.0,0.0
306,2025,5110&5140,Sales of Bonds & Notes,0.0,
315,2025,1100,Local Property Tax,16901607.0,66.6
315,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",88627.12000000104,0.3
315,2025,3111&3112&3119,State Foundation/Adequacy Aid,7516797.0,29.6
315,2025,3120-3900,Other State Aid,199873.0,0.8
315,2025,4000,Federal Aid,687767.0,2.7
315,2025,5300-5600,Other,0.0,0.0
315,2025,5110&5140,Sales of Bonds & Notes,0.0,
317,2025,1100,Local Property Tax,10321787.0,52.8
317,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",654849.0200000014,3.4
317,2025,3111&3112&3119,State Foundation/Adequacy Aid,5658976.0,29.0
317,2025,3120-3900,Other State Aid,566931.0,2.9
317,2025,4000,Federal Aid,2331459.0,11.9
317,2025,5300-5600,Other,0.0,0.0
317,2025,5110&5140,Sales of Bonds & Notes,0.0,
319,2025,1100,Local Property Tax,66441031.0,72.2
319,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",2208442.900000006,2.4
319,2025,3111&3112&3119,State Foundation/Adequacy Aid,19601632.0,21.3
319,2025,3120-3900,Other State Aid,1248206.0,1.4
319,2025,4000,Federal Aid,2555996.0,2.8
319,2025,5300-5600,Other,0.0,0.0
319,2025,5110&5140,Sales of Bonds & Notes,0.0,
327,2025,1100,Local Property Tax,7434446.0,79.8
327,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",284955.8200000003,3.1
327,2025,3111&3112&3119,State Foundation/Adequacy Aid,1329342.0,14.3
327,2025,3120-3900,Other State Aid,120700.0,1.3
327,2025,4000,Federal Aid,143771.0,1.5
327,2025,5300-5600,Other,0.0,0.0
327,2025,5110&5140,Sales of Bonds & Notes,2599317.0,
333,2025,1100,Local Property Tax,5340960.0,66.7
333,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",162168.54000000004,2.0
333,2025,3111&3112&3119,State Foundation/Adequacy Aid,1648705.0,20.6
333,2025,3120-3900,Other State Aid,486802.0,6.1
333,2025,4000,Federal Aid,374271.0,4.7
333,2025,5300-5600,Other,0.0,0.0
333,2025,5110&5140,Sales of Bonds & Notes,0.0,
733,2025,1100,Local Property Tax,0.0,0.0
733,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",120987.03,11.9
733,2025,3111&3112&3119,State Foundation/Adequacy Aid,681390.0,67.0
733,2025,3120-3900,Other State Aid,77993.0,7.7
733,2025,4000,Federal Aid,137192.0,13.5
733,2025,5300-5600,Other,0.0,0.0
733,2025,5110&5140,Sales of Bonds & Notes,0.0,
335,2025,1100,Local Property Tax,100848052.0,37.6
335,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",6255544.98999998,2.3
335,2025,3111&3112&3119,State Foundation/Adequacy Aid,116114763.0,43.3
335,2025,3120-3900,Other State Aid,5649514.0,2.1
335,2025,4000,Federal Aid,39219576.0,14.6
335,2025,5300-5600,Other,0.0,0.0
335,2025,5110&5140,Sales of Bonds & Notes,0.0,
339,2025,1100,Local Property Tax,3983085.0,62.4
339,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",140412.03000000026,2.2
339,2025,3111&3112&3119,State Foundation/Adequacy Aid,1691679.0,26.5
339,2025,3120-3900,Other State Aid,200444.0,3.1
339,2025,4000,Federal Aid,363301.0,5.7
339,2025,5300-5600,Other,0.0,0.0
339,2025,5110&5140,Sales of Bonds & Notes,0.0,
341,2025,1100,Local Property Tax,1260412.0,57.5
341,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",26929.709999999963,1.2
341,2025,3111&3112&3119,State Foundation/Adequacy Aid,844310.0,38.5
341,2025,3120-3900,Other State Aid,16611.0,0.8
341,2025,4000,Federal Aid,45111.0,2.1
341,2025,5300-5600,Other,0.0,0.0
341,2025,5110&5140,Sales of Bonds & Notes,0.0,
342,2025,1100,Local Property Tax,11429898.0,55.9
342,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",495703.9399999995,2.4
342,2025,3111&3112&3119,State Foundation/Adequacy Aid,6225646.0,30.4
342,2025,3120-3900,Other State Aid,1149472.0,5.6
342,2025,4000,Federal Aid,1119963.0,5.5
342,2025,5300-5600,Other,26264.0,0.1
342,2025,5110&5140,Sales of Bonds & Notes,0.0,
343,2025,1100,Local Property Tax,22294409.0,67.5
343,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",508920.33999999985,1.5
343,2025,3111&3112&3119,State Foundation/Adequacy Aid,7339409.0,22.2
343,2025,3120-3900,Other State Aid,382914.0,1.2
343,2025,4000,Federal Aid,2496759.0,7.6
343,2025,5300-5600,Other,0.0,0.0
343,2025,5110&5140,Sales of Bonds & Notes,0.0,
345,2025,1100,Local Property Tax,2962105.0,75.1
345,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",50917.00999999978,1.3
345,2025,3111&3112&3119,State Foundation/Adequacy Aid,725370.0,18.4
345,2025,3120-3900,Other State Aid,129630.0,3.3
345,2025,4000,Federal Aid,77861.0,2.0
345,2025,5300-5600,Other,0.0,0.0
345,2025,5110&5140,Sales of Bonds & Notes,0.0,
351,2025,1100,Local Property Tax,69072375.0,77.6
351,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",523165.8599999994,0.6
351,2025,3111&3112&3119,State Foundation/Adequacy Aid,16823981.0,18.9
351,2025,3120-3900,Other State Aid,980110.0,1.1
351,2025,4000,Federal Aid,1658433.0,1.9
351,2025,5300-5600,Other,0.0,0.0
351,2025,5110&5140,Sales of Bonds & Notes,0.0,
352,2025,1100,Local Property Tax,29318846.0,58.8
352,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",2047696.1600000039,4.1
352,2025,3111&3112&3119,State Foundation/Adequacy Aid,15159286.0,30.4
352,2025,3120-3900,Other State Aid,820434.0,1.6
352,2025,4000,Federal Aid,2481792.0,5.0
352,2025,5300-5600,Other,0.0,0.0
352,2025,5110&5140,Sales of Bonds & Notes,0.0,
744,2025,1100,Local Property Tax,0.0,0.0
744,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",240561.0,7.1
744,2025,3111&3112&3119,State Foundation/Adequacy Aid,2798432.0,82.0
744,2025,3120-3900,Other State Aid,111278.0,3.3
744,2025,4000,Federal Aid,260878.0,7.6
744,2025,5300-5600,Other,0.0,0.0
744,2025,5110&5140,Sales of Bonds & Notes,6000000.0,
353,2025,1100,Local Property Tax,3119546.0,54.3
353,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",238747.48000000045,4.2
353,2025,3111&3112&3119,State Foundation/Adequacy Aid,1899618.0,33.1
353,2025,3120-3900,Other State Aid,14793.0,0.3
353,2025,4000,Federal Aid,468353.0,8.2
353,2025,5300-5600,Other,0.0,0.0
353,2025,5110&5140,Sales of Bonds & Notes,0.0,
355,2025,1100,Local Property Tax,1885144.0,46.9
355,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",407671.3999999999,10.1
355,2025,3111&3112&3119,State Foundation/Adequacy Aid,1513628.0,37.6
355,2025,3120-3900,Other State Aid,3264.0,0.1
355,2025,4000,Federal Aid,210953.0,5.2
355,2025,5300-5600,Other,0.0,0.0
355,2025,5110&5140,Sales of Bonds & Notes,0.0,
357,2025,1100,Local Property Tax,32188631.0,66.9
357,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",2107491.180000007,4.4
357,2025,3111&3112&3119,State Foundation/Adequacy Aid,10884147.0,22.6
357,2025,3120-3900,Other State Aid,676430.0,1.4
357,2025,4000,Federal Aid,2233243.0,4.6
357,2025,5300-5600,Other,0.0,0.0
357,2025,5110&5140,Sales of Bonds & Notes,0.0,
729,2025,1100,Local Property Tax,0.0,0.0
729,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",328090.17,15.7
729,2025,3111&3112&3119,State Foundation/Adequacy Aid,1539077.0,73.7
729,2025,3120-3900,Other State Aid,111068.0,5.3
729,2025,4000,Federal Aid,110918.0,5.3
729,2025,5300-5600,Other,0.0,0.0
729,2025,5110&5140,Sales of Bonds & Notes,0.0,
359,2025,1100,Local Property Tax,6122403.0,51.5
359,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",299616.8800000008,2.5
359,2025,3111&3112&3119,State Foundation/Adequacy Aid,4046714.0,34.1
359,2025,3120-3900,Other State Aid,261950.0,2.2
359,2025,4000,Federal Aid,1152556.0,9.7
359,2025,5300-5600,Other,0.0,0.0
359,2025,5110&5140,Sales of Bonds & Notes,0.0,
363,2025,1100,Local Property Tax,21494782.0,42.5
363,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",1397648.570000004,2.8
363,2025,3111&3112&3119,State Foundation/Adequacy Aid,13351398.0,26.4
363,2025,3120-3900,Other State Aid,10523339.0,20.8
363,2025,4000,Federal Aid,3849906.0,7.6
363,2025,5300-5600,Other,0.0,0.0
363,2025,5110&5140,Sales of Bonds & Notes,0.0,
365,2025,1100,Local Property Tax,4060690.0,82.3
365,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",29507.100000000093,0.6
365,2025,3111&3112&3119,State Foundation/Adequacy Aid,691060.0,14.0
365,2025,3120-3900,Other State Aid,10198.0,0.2
365,2025,4000,Federal Aid,145128.0,2.9
365,2025,5300-5600,Other,0.0,0.0
365,2025,5110&5140,Sales of Bonds & Notes,210000.0,
367,2025,1100,Local Property Tax,4837639.0,72.9
367,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",73722.61000000034,1.1
367,2025,3111&3112&3119,State Foundation/Adequacy Aid,1423823.0,21.5
367,2025,3120-3900,Other State Aid,126913.0,1.9
367,2025,4000,Federal Aid,170918.0,2.6
367,2025,5300-5600,Other,0.0,0.0
367,2025,5110&5140,Sales of Bonds & Notes,0.0,
369,2025,1100,Local Property Tax,11483635.0,56.0
369,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",1283693.0,6.3
369,2025,3111&3112&3119,State Foundation/Adequacy Aid,7230520.0,35.3
369,2025,3120-3900,Other State Aid,8508.0,0.0
369,2025,4000,Federal Aid,503677.0,2.5
369,2025,5300-5600,Other,0.0,0.0
369,2025,5110&5140,Sales of Bonds & Notes,7344000.0,
704,2025,1100,Local Property Tax,0.0,0.0
704,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",173616.56,12.9
704,2025,3111&3112&3119,State Foundation/Adequacy Aid,1079682.0,80.0
704,2025,3120-3900,Other State Aid,68806.0,5.1
704,2025,4000,Federal Aid,28133.0,2.1
704,2025,5300-5600,Other,0.0,0.0
704,2025,5110&5140,Sales of Bonds & Notes,0.0,
371,2025,1100,Local Property Tax,110612099.0,51.8
371,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",6744512.960000008,3.2
371,2025,3111&3112&3119,State Foundation/Adequacy Aid,77921232.0,36.5
371,2025,3120-3900,Other State Aid,1620559.0,0.8
371,2025,4000,Federal Aid,16609185.0,7.8
371,2025,5300-5600,Other,0.0,0.0
371,2025,5110&5140,Sales of Bonds & Notes,27835100.0,
375,2025,1100,Local Property Tax,1289024.0,48.5
375,2025,R_tuition_food_other_local,"Tuition, Food & Other Local Services",842524.0899999999,31.7
375,2025,3111&3112&3119,State Foundation/Adequacy Aid,346061.0,13.0
375,2025,3120-3900,Other State Aid,0.0,0.0
375,2025,4000,Federal Aid,182259.0,6.9
375,2025,5300-5600,Other,0.0,0.0
375,2025,5110&5140,Sales of Bonds & Notes,0.0,
